timestamp,temperature,humidity,wind_speed,rainfall,heatwave,condition,load_national,load_sldc_delhi,load_sldc_chennai,load_northern,load_southern,load_western,load_eastern
2024-08-22T22:00:00Z,43.9,70.7,2.8,0.0,0,Sunny & Hot,103951,4366,3326,28067,20790,25988,12474
2024-08-22T23:00:00Z,39.1,61.4,3.2,0.0,0,Sunny & Hot,93034,3907,2977,25119,18607,23258,11164
2024-08-23T00:00:00Z,35.9,64.7,3.3,0.0,0,Clear,84505,3549,2704,22816,16901,21126,10141
2024-08-23T01:00:00Z,34.7,69.6,2.6,0.0,0,Clear,77044,3236,2465,20802,15409,19261,9245
2024-08-23T02:00:00Z,34.9,65.1,1.2,0.0,0,Clear,77095,3238,2467,20816,15419,19274,9251
2024-08-23T03:00:00Z,34.6,70.5,3.3,0.0,0,Clear,77930,3273,2494,21041,15586,19482,9352
2024-08-23T04:00:00Z,31.4,71.6,3.3,2.3,0,Light Rain,83092,3490,2659,22435,16618,20773,9971
2024-08-23T05:00:00Z,31.1,73.9,5.2,0.0,0,Clear,92040,3866,2945,24851,18408,23010,11045
2024-08-23T06:00:00Z,27.4,73.2,2.9,5.3,0,Heavy Rain,104164,4375,3333,28124,20833,26041,12500
2024-08-23T07:00:00Z,29.0,72.9,6.2,0.0,0,Partly Cloudy,115195,4838,3686,31103,23039,28799,13823
2024-08-23T08:00:00Z,27.3,71.8,3.7,0.0,0,Partly Cloudy,132981,5585,4255,35905,26596,33245,15958
2024-08-23T09:00:00Z,28.6,70.2,4.0,0.0,0,Partly Cloudy,142864,6000,4572,38573,28573,35716,17144
2024-08-23T10:00:00Z,28.9,64.5,5.3,0.0,0,Partly Cloudy,156623,6578,5012,42288,31325,39156,18795
2024-08-23T11:00:00Z,30.3,76.5,4.3,0.1,0,Light Rain,167435,7032,5358,45207,33487,41859,20092
2024-08-23T12:00:00Z,30.7,72.6,5.9,1.3,0,Light Rain,177238,7444,5672,47854,35448,44310,21269
2024-08-23T13:00:00Z,32.2,69.5,4.3,0.0,0,Clear,181412,7619,5805,48981,36282,45353,21769
2024-08-23T14:00:00Z,33.7,71.6,5.2,0.7,0,Light Rain,184860,7764,5916,49912,36972,46215,22183
2024-08-23T15:00:00Z,33.2,67.5,2.2,0.0,0,Clear,182189,7652,5830,49191,36438,45547,21863
2024-08-23T16:00:00Z,36.9,77.6,4.2,0.0,0,Clear,176077,7395,5634,47541,35215,44019,21129
2024-08-23T17:00:00Z,35.7,64.7,4.4,2.9,0,Light Rain,166390,6988,5324,44925,33278,41598,19967
2024-08-23T18:00:00Z,41.1,66.7,3.3,1.4,0,Light Rain,157909,6632,5053,42635,31582,39477,18949
2024-08-23T19:00:00Z,39.3,59.7,2.5,0.0,0,Sunny & Hot,141718,5952,4535,38264,28344,35430,17006
2024-08-23T20:00:00Z,39.3,65.2,4.5,0.0,0,Sunny & Hot,131064,5505,4194,35387,26213,32766,15728
2024-08-23T21:00:00Z,41.5,66.3,4.7,0.0,0,Sunny & Hot,115856,4866,3707,31281,23171,28964,13903
2024-08-23T22:00:00Z,39.5,68.7,2.1,3.9,0,Light Rain,103331,4340,3307,27899,20666,25833,12400
2024-08-23T23:00:00Z,41.2,60.2,3.0,0.0,0,Sunny & Hot,94483,3968,3023,25510,18897,23621,11338
2024-08-24T00:00:00Z,37.4,70.9,3.7,0.0,0,Clear,74584,3133,2387,20138,14917,18646,8950
2024-08-24T01:00:00Z,33.8,71.5,3.2,0.0,0,Clear,70471,2960,2255,19027,14094,17618,8457
2024-08-24T02:00:00Z,38.5,76.4,2.1,0.0,0,Sunny & Hot,69077,2901,2210,18651,13815,17269,8289
2024-08-24T03:00:00Z,30.2,64.6,4.6,0.0,0,Clear,70856,2976,2267,19131,14171,17714,8503
2024-08-24T04:00:00Z,30.5,76.0,3.1,0.0,0,Clear,71203,2991,2278,19225,14241,17801,8544
2024-08-24T05:00:00Z,31.6,60.4,5.0,0.2,0,Light Rain,83847,3522,2683,22639,16769,20962,10062
2024-08-24T06:00:00Z,29.5,76.4,4.7,1.1,0,Light Rain,91753,3854,2936,24773,18351,22938,11010
2024-08-24T07:00:00Z,29.5,66.7,4.3,0.0,0,Partly Cloudy,101199,4250,3238,27324,20240,25300,12144
2024-08-24T08:00:00Z,30.1,71.2,2.0,0.0,0,Clear,113637,4773,3636,30682,22727,28409,13636
2024-08-24T09:00:00Z,27.1,82.2,1.0,0.0,0,Partly Cloudy,126725,5322,4055,34216,25345,31681,15207
2024-08-24T10:00:00Z,25.8,79.6,2.1,1.6,0,Light Rain,138389,5812,4428,37365,27678,34597,16607
2024-08-24T11:00:00Z,30.2,69.6,3.6,0.6,0,Light Rain,147360,6189,4716,39787,29472,36840,17683
2024-08-24T12:00:00Z,29.8,76.9,3.0,0.3,0,Light Rain,153936,6465,4926,41563,30787,38484,18472
2024-08-24T13:00:00Z,32.0,68.9,3.0,0.3,0,Light Rain,160846,6756,5147,43428,32169,40212,19302
2024-08-24T14:00:00Z,35.1,72.2,2.7,0.0,0,Clear,162751,6836,5208,43943,32550,40688,19530
2024-08-24T15:00:00Z,34.5,74.6,1.3,0.0,0,Clear,160732,6751,5143,43398,32146,40183,19288
2024-08-24T16:00:00Z,37.0,69.1,3.2,0.0,0,Clear,155161,6517,4965,41893,31032,38790,18619
2024-08-24T17:00:00Z,40.7,75.7,6.4,0.0,0,Sunny & Hot,149611,6284,4788,40395,29922,37403,17953
2024-08-24T18:00:00Z,40.4,67.5,3.1,0.0,0,Sunny & Hot,141072,5925,4514,38089,28214,35268,16929
2024-08-24T19:00:00Z,38.8,65.1,3.1,1.1,0,Light Rain,126704,5322,4055,34210,25341,31676,15204
2024-08-24T20:00:00Z,42.1,77.9,1.8,4.3,0,Light Rain,113121,4751,3620,30543,22624,28280,13575
2024-08-24T21:00:00Z,39.0,61.8,3.0,4.2,0,Light Rain,102411,4301,3277,27651,20482,25603,12289
2024-08-24T22:00:00Z,41.6,61.8,2.8,0.0,0,Sunny & Hot,93885,3943,3004,25349,18777,23471,11266
2024-08-24T23:00:00Z,39.5,69.8,4.0,5.4,0,Heavy Rain,79755,3350,2552,21534,15951,19939,9571
2024-08-25T00:00:00Z,38.1,71.5,5.7,4.8,0,Light Rain,75141,3156,2405,20288,15028,18785,9017
2024-08-25T01:00:00Z,34.1,79.5,2.2,4.2,0,Light Rain,66812,2806,2138,18039,13362,16703,8017
2024-08-25T02:00:00Z,35.4,70.2,3.8,0.0,0,Clear,67679,2843,2166,18273,13536,16920,8121
2024-08-25T03:00:00Z,32.1,72.9,3.7,4.0,0,Light Rain,68276,2868,2185,18435,13655,17069,8193
2024-08-25T04:00:00Z,32.0,64.9,3.6,0.0,0,Clear,75880,3187,2428,20488,15176,18970,9106
2024-08-25T05:00:00Z,31.4,65.6,2.5,0.0,0,Clear,82400,3461,2637,22248,16480,20600,9888
2024-08-25T06:00:00Z,25.5,65.8,3.2,0.0,0,Partly Cloudy,92337,3878,2955,24931,18467,23084,11080
2024-08-25T07:00:00Z,29.9,67.1,4.3,0.0,0,Partly Cloudy,103818,4360,3322,28031,20764,25954,12458
2024-08-25T08:00:00Z,29.0,65.7,2.0,0.0,0,Partly Cloudy,115352,4845,3691,31145,23070,28838,13842
2024-08-25T09:00:00Z,28.6,74.8,3.4,2.6,0,Light Rain,129326,5432,4138,34918,25865,32332,15519
2024-08-25T10:00:00Z,30.4,72.6,2.7,0.0,0,Clear,138925,5835,4446,37510,27785,34731,16671
2024-08-25T11:00:00Z,30.1,79.8,3.8,0.9,0,Light Rain,146460,6151,4687,39544,29292,36615,17575
2024-08-25T12:00:00Z,31.3,72.0,2.4,0.0,0,Clear,156314,6565,5002,42205,31263,39078,18758
2024-08-25T13:00:00Z,31.6,65.1,2.2,0.0,0,Clear,161825,6797,5178,43693,32365,40456,19419
2024-08-25T14:00:00Z,36.0,75.5,2.7,0.0,0,Clear,161172,6769,5158,43516,32234,40293,19341
2024-08-25T15:00:00Z,35.5,65.8,2.2,0.6,0,Light Rain,158449,6655,5070,42781,31690,39612,19014
2024-08-25T16:00:00Z,38.4,81.3,3.2,0.0,0,Sunny & Hot,154746,6499,4952,41781,30949,38686,18570
2024-08-25T17:00:00Z,37.2,67.5,4.3,0.0,0,Clear,149380,6274,4780,40333,29876,37345,17926
2024-08-25T18:00:00Z,42.1,61.0,3.3,0.0,0,Sunny & Hot,137545,5777,4401,37137,27509,34386,16505
2024-08-25T19:00:00Z,39.7,71.2,1.8,0.0,0,Sunny & Hot,127627,5360,4084,34459,25525,31907,15315
2024-08-25T20:00:00Z,37.6,75.8,5.7,0.8,0,Light Rain,114873,4825,3676,31016,22975,28718,13785
2024-08-25T21:00:00Z,40.6,56.6,4.5,0.9,0,Light Rain,101734,4273,3255,27468,20347,25434,12208
2024-08-25T22:00:00Z,37.1,68.7,3.7,0.0,0,Clear,90808,3814,2906,24518,18162,22702,10897
2024-08-25T23:00:00Z,37.7,71.8,5.1,0.0,0,Clear,81903,3440,2621,22114,16381,20476,9828
2024-08-26T00:00:00Z,38.3,70.0,3.0,0.0,0,Sunny & Hot,82524,3466,2641,22281,16505,20631,9903
2024-08-26T01:00:00Z,35.9,62.0,5.8,0.0,0,Clear,77467,3254,2479,20916,15493,19367,9296
2024-08-26T02:00:00Z,34.8,70.6,4.0,0.0,0,Clear,76076,3195,2434,20541,15215,19019,9129
2024-08-26T03:00:00Z,30.4,76.8,3.7,1.0,0,Light Rain,78068,3279,2498,21078,15614,19517,9368
2024-08-26T04:00:00Z,31.1,69.9,4.3,0.0,0,Clear,83999,3528,2688,22680,16800,21000,10080
2024-08-26T05:00:00Z,28.1,79.4,1.8,5.9,0,Heavy Rain,90305,3793,2890,24382,18061,22576,10837
2024-08-26T06:00:00Z,28.2,74.9,3.2,0.0,0,Partly Cloudy,103657,4354,3317,27987,20731,25914,12439
2024-08-26T07:00:00Z,25.8,73.8,3.2,0.0,0,Partly Cloudy,115946,4870,3710,31305,23189,28986,13914
2024-08-26T08:00:00Z,27.9,67.3,4.1,0.0,0,Partly Cloudy,131370,5518,4204,35470,26274,32842,15764
2024-08-26T09:00:00Z,26.8,73.5,2.8,0.0,0,Partly Cloudy,143373,6022,4588,38711,28675,35843,17205
2024-08-26T10:00:00Z,27.0,77.6,5.3,0.0,0,Partly Cloudy,154115,6473,4932,41611,30823,38529,18494
2024-08-26T11:00:00Z,26.2,75.3,1.8,0.0,0,Partly Cloudy,167151,7020,5349,45131,33430,41788,20058
2024-08-26T12:00:00Z,32.5,80.3,1.5,0.1,0,Light Rain,174720,7338,5591,47174,34944,43680,20966
2024-08-26T13:00:00Z,34.2,73.4,4.0,0.0,0,Clear,181995,7644,5824,49139,36399,45499,21839
2024-08-26T14:00:00Z,31.8,73.9,5.2,0.0,0,Clear,182217,7653,5831,49199,36443,45554,21866
2024-08-26T15:00:00Z,32.6,70.2,3.5,4.4,0,Light Rain,182995,7686,5856,49409,36599,45749,21959
2024-08-26T16:00:00Z,36.4,69.8,3.4,0.0,0,Clear,177428,7452,5678,47906,35486,44357,21291
2024-08-26T17:00:00Z,38.2,60.1,3.7,0.0,0,Sunny & Hot,166507,6993,5328,44957,33301,41627,19981
2024-08-26T18:00:00Z,39.7,70.6,6.0,0.0,0,Sunny & Hot,155945,6550,4990,42105,31189,38986,18713
2024-08-26T19:00:00Z,39.7,66.4,4.6,6.9,0,Heavy Rain,144354,6063,4619,38976,28871,36088,17322
2024-08-26T20:00:00Z,38.7,64.1,2.4,5.5,0,Heavy Rain,129649,5445,4149,35005,25930,32412,15558
2024-08-26T21:00:00Z,39.1,73.8,4.8,0.0,0,Sunny & Hot,115821,4864,3706,31272,23164,28955,13899
2024-08-26T22:00:00Z,39.6,77.2,1.7,0.0,0,Sunny & Hot,104994,4410,3360,28348,20999,26248,12599
2024-08-26T23:00:00Z,39.8,68.2,2.7,1.7,0,Light Rain,91166,3829,2917,24615,18233,22792,10940
2024-08-27T00:00:00Z,35.1,73.9,4.8,0.0,0,Clear,85263,3581,2728,23021,17053,21316,10232
2024-08-27T01:00:00Z,35.9,68.1,5.6,0.0,0,Clear,78898,3314,2525,21302,15780,19724,9468
2024-08-27T02:00:00Z,32.8,65.4,1.7,0.0,0,Clear,75933,3189,2430,20502,15187,18983,9112
2024-08-27T03:00:00Z,31.9,70.4,5.2,0.4,0,Light Rain,79197,3326,2534,21383,15839,19799,9504
2024-08-27T04:00:00Z,31.1,78.5,3.6,0.0,0,Clear,82804,3478,2650,22357,16561,20701,9936
2024-08-27T05:00:00Z,29.9,67.0,4.0,0.0,0,Partly Cloudy,91380,3838,2924,24673,18276,22845,10966
2024-08-27T06:00:00Z,28.2,78.6,5.4,0.0,0,Partly Cloudy,103029,4327,3297,27818,20606,25757,12363
2024-08-27T07:00:00Z,30.2,82.9,5.2,0.0,0,Clear,115707,4860,3703,31241,23141,28927,13885
2024-08-27T08:00:00Z,28.6,74.7,5.1,0.2,0,Light Rain,129687,5447,4150,35015,25937,32422,15562
2024-08-27T09:00:00Z,26.2,79.7,2.7,0.0,0,Partly Cloudy,143510,6027,4592,38748,28702,35878,17221
2024-08-27T10:00:00Z,28.1,73.5,5.3,0.0,0,Partly Cloudy,155926,6549,4990,42100,31185,38982,18711
2024-08-27T11:00:00Z,27.8,73.1,5.0,0.0,0,Partly Cloudy,170024,7141,5441,45906,34005,42506,20403
2024-08-27T12:00:00Z,30.2,71.8,2.1,0.0,0,Clear,175831,7385,5627,47474,35166,43958,21100
2024-08-27T13:00:00Z,30.1,74.4,5.6,1.9,0,Light Rain,181250,7613,5800,48938,36250,45312,21750
2024-08-27T14:00:00Z,32.3,71.5,2.3,0.7,0,Light Rain,183985,7727,5888,49676,36797,45996,22078
2024-08-27T15:00:00Z,38.6,74.7,2.1,0.3,0,Light Rain,179768,7550,5753,48537,35954,44942,21572
2024-08-27T16:00:00Z,36.0,76.2,3.8,0.8,0,Light Rain,175474,7370,5615,47378,35095,43868,21057
2024-08-27T17:00:00Z,37.0,64.6,2.0,0.0,0,Clear,168369,7071,5388,45460,33674,42092,20204
2024-08-27T18:00:00Z,38.7,66.0,3.9,0.0,0,Sunny & Hot,157260,6605,5032,42460,31452,39315,18871
2024-08-27T19:00:00Z,37.9,61.3,3.9,0.0,0,Clear,143829,6041,4603,38834,28766,35957,17259
2024-08-27T20:00:00Z,39.3,66.9,4.0,0.0,0,Sunny & Hot,130431,5478,4174,35216,26086,32608,15652
2024-08-27T21:00:00Z,39.6,68.0,3.0,2.5,0,Light Rain,117540,4937,3761,31736,23508,29385,14105
2024-08-27T22:00:00Z,40.1,63.9,2.4,0.6,0,Light Rain,102404,4301,3277,27649,20481,25601,12288
2024-08-27T23:00:00Z,35.8,66.1,2.9,0.0,0,Clear,90315,3793,2890,24385,18063,22579,10838
2024-08-28T00:00:00Z,36.2,67.4,4.7,0.9,0,Light Rain,83545,3509,2673,22557,16709,20886,10025
2024-08-28T01:00:00Z,34.3,76.4,3.3,0.0,0,Clear,79437,3336,2542,21448,15887,19859,9532
2024-08-28T02:00:00Z,32.0,72.3,2.0,0.0,0,Clear,75383,3166,2412,20353,15077,18846,9046
2024-08-28T03:00:00Z,32.0,67.0,3.0,0.0,0,Clear,77921,3273,2493,21039,15584,19480,9351
2024-08-28T04:00:00Z,29.6,70.9,1.6,2.1,0,Light Rain,84146,3534,2693,22719,16829,21036,10098
2024-08-28T05:00:00Z,29.5,81.0,3.7,0.0,0,Partly Cloudy,89348,3753,2859,24124,17870,22337,10722
2024-08-28T06:00:00Z,28.2,70.2,2.3,0.0,0,Partly Cloudy,103066,4329,3298,27828,20613,25766,12368
2024-08-28T07:00:00Z,29.0,71.2,1.0,6.3,0,Heavy Rain,115067,4833,3682,31068,23013,28767,13808
2024-08-28T08:00:00Z,27.3,75.8,3.7,0.0,0,Partly Cloudy,130053,5462,4162,35114,26011,32513,15606
2024-08-28T09:00:00Z,26.5,74.4,2.5,0.0,0,Partly Cloudy,142894,6002,4573,38581,28579,35724,17147
2024-08-28T10:00:00Z,26.7,75.9,2.3,0.2,0,Light Rain,155972,6551,4991,42112,31194,38993,18717
2024-08-28T11:00:00Z,29.5,78.1,5.2,0.0,0,Partly Cloudy,163118,6851,5220,44042,32624,40780,19574
2024-08-28T12:00:00Z,29.1,72.8,3.3,0.0,0,Partly Cloudy,175538,7373,5617,47395,35108,43884,21065
2024-08-28T13:00:00Z,33.7,70.5,4.9,0.4,0,Light Rain,180799,7594,5786,48816,36160,45200,21696
2024-08-28T14:00:00Z,31.5,66.9,3.3,0.0,0,Clear,182980,7685,5855,49405,36596,45745,21958
2024-08-28T15:00:00Z,36.6,71.5,2.0,2.1,0,Light Rain,179983,7559,5759,48595,35997,44996,21598
2024-08-28T16:00:00Z,35.6,76.0,4.4,0.0,0,Clear,174289,7320,5577,47058,34858,43572,20915
2024-08-28T17:00:00Z,37.5,69.4,2.8,0.0,0,Clear,167707,7044,5367,45281,33541,41927,20125
2024-08-28T18:00:00Z,38.9,63.1,3.3,0.0,0,Sunny & Hot,157129,6599,5028,42425,31426,39282,18855
2024-08-28T19:00:00Z,39.4,64.4,4.1,0.0,0,Sunny & Hot,141233,5932,4519,38133,28247,35308,16948
2024-08-28T20:00:00Z,40.9,64.9,4.1,0.1,0,Light Rain,128703,5406,4118,34750,25741,32176,15444
2024-08-28T21:00:00Z,39.6,70.3,1.8,2.4,0,Light Rain,116457,4891,3727,31443,23291,29114,13975
2024-08-28T22:00:00Z,35.7,70.7,4.3,0.0,0,Clear,102352,4299,3275,27635,20470,25588,12282
2024-08-28T23:00:00Z,39.1,64.6,4.3,2.8,0,Light Rain,91064,3825,2914,24587,18213,22766,10928
2024-08-29T00:00:00Z,34.8,70.8,2.0,1.2,0,Light Rain,83727,3517,2679,22606,16745,20932,10047
2024-08-29T01:00:00Z,35.3,71.2,1.0,0.0,0,Clear,77831,3269,2491,21014,15566,19458,9340
2024-08-29T02:00:00Z,35.9,80.8,2.5,0.0,0,Clear,75449,3169,2414,20371,15090,18862,9054
2024-08-29T03:00:00Z,29.7,67.8,3.7,0.0,0,Partly Cloudy,76406,3209,2445,20630,15281,19102,9169
2024-08-29T04:00:00Z,30.0,72.3,1.4,1.7,0,Light Rain,83102,3490,2659,22438,16620,20776,9972
2024-08-29T05:00:00Z,29.4,83.1,5.3,0.5,0,Light Rain,93485,3926,2992,25241,18697,23371,11218
2024-08-29T06:00:00Z,29.0,70.3,4.4,0.0,0,Partly Cloudy,103721,4356,3319,28005,20744,25930,12447
2024-08-29T07:00:00Z,25.6,76.4,3.1,0.0,0,Partly Cloudy,114387,4804,3660,30884,22877,28597,13726
2024-08-29T08:00:00Z,29.6,74.5,3.7,0.0,0,Partly Cloudy,130171,5467,4165,35146,26034,32543,15621
2024-08-29T09:00:00Z,26.9,76.7,4.6,0.0,0,Partly Cloudy,142950,6004,4574,38596,28590,35738,17154
2024-08-29T10:00:00Z,30.5,63.1,4.9,0.0,0,Clear,156401,6569,5005,42228,31280,39100,18768
2024-08-29T11:00:00Z,28.7,72.8,4.9,0.0,0,Partly Cloudy,167224,7023,5351,45150,33445,41806,20067
2024-08-29T12:00:00Z,28.1,67.9,1.9,0.0,0,Partly Cloudy,176263,7403,5640,47591,35253,44066,21152
2024-08-29T13:00:00Z,31.5,74.5,3.2,0.0,0,Clear,181560,7626,5810,49021,36312,45390,21787
2024-08-29T14:00:00Z,32.7,70.0,1.0,0.0,0,Clear,183004,7686,5856,49411,36601,45751,21960
2024-08-29T15:00:00Z,37.1,71.9,4.0,1.9,0,Light Rain,179339,7532,5739,48422,35868,44835,21521
2024-08-29T16:00:00Z,36.3,75.6,3.2,0.0,0,Clear,173123,7271,5540,46743,34625,43281,20775
2024-08-29T17:00:00Z,38.7,75.9,4.6,3.7,0,Light Rain,167059,7016,5346,45106,33412,41765,20047
2024-08-29T18:00:00Z,38.4,75.3,4.3,0.0,0,Sunny & Hot,155302,6523,4970,41932,31060,38826,18636
2024-08-29T19:00:00Z,39.9,73.0,2.7,0.0,0,Sunny & Hot,142221,5973,4551,38400,28444,35555,17067
2024-08-29T20:00:00Z,38.7,65.1,3.0,0.0,0,Sunny & Hot,128234,5386,4103,34623,25647,32058,15388
2024-08-29T21:00:00Z,40.4,74.4,3.0,1.9,0,Light Rain,114804,4822,3674,30997,22961,28701,13776
2024-08-29T22:00:00Z,38.4,61.0,4.5,1.1,0,Light Rain,104549,4391,3346,28228,20910,26137,12546
2024-08-29T23:00:00Z,39.0,65.9,2.7,0.0,0,Sunny & Hot,91445,3841,2926,24690,18289,22861,10973
2024-08-30T00:00:00Z,35.3,64.4,2.9,0.0,0,Clear,82764,3476,2648,22346,16553,20691,9932
2024-08-30T01:00:00Z,32.9,71.9,1.3,0.0,0,Clear,80248,3370,2568,21667,16050,20062,9630
2024-08-30T02:00:00Z,36.2,67.7,3.7,0.0,0,Clear,74256,3119,2376,20049,14851,18564,8911
2024-08-30T03:00:00Z,31.7,64.0,5.3,0.0,0,Clear,78409,3293,2509,21170,15682,19602,9409
2024-08-30T04:00:00Z,30.7,68.9,2.6,0.0,0,Clear,82610,3470,2644,22305,16522,20652,9913
2024-08-30T05:00:00Z,25.7,66.0,4.2,0.0,0,Partly Cloudy,92500,3885,2960,24975,18500,23125,11100
2024-08-30T06:00:00Z,27.7,75.7,4.2,0.0,0,Partly Cloudy,104862,4404,3356,28313,20972,26216,12583
2024-08-30T07:00:00Z,26.5,75.1,1.5,0.0,0,Partly Cloudy,114357,4803,3659,30876,22871,28589,13723
2024-08-30T08:00:00Z,27.0,76.5,2.3,0.0,0,Partly Cloudy,129129,5423,4132,34865,25826,32282,15495
2024-08-30T09:00:00Z,29.7,74.0,3.5,0.0,0,Partly Cloudy,142284,5976,4553,38417,28457,35571,17074
2024-08-30T10:00:00Z,29.0,71.6,4.3,0.4,0,Light Rain,156053,6554,4994,42134,31211,39013,18726
2024-08-30T11:00:00Z,29.7,81.3,3.2,0.0,0,Partly Cloudy,166176,6979,5318,44868,33235,41544,19941
2024-08-30T12:00:00Z,31.1,77.6,5.6,0.0,0,Clear,175295,7362,5609,47330,35059,43824,21035
2024-08-30T13:00:00Z,31.4,77.7,2.3,0.0,0,Clear,178083,7479,5699,48082,35617,44521,21370
2024-08-30T14:00:00Z,33.4,66.7,5.4,0.1,0,Light Rain,181258,7613,5800,48940,36252,45314,21751
2024-08-30T15:00:00Z,34.7,74.1,3.1,0.0,0,Clear,179827,7553,5754,48553,35965,44957,21579
2024-08-30T16:00:00Z,36.2,76.6,3.3,0.0,0,Clear,174829,7343,5595,47204,34966,43707,20979
2024-08-30T17:00:00Z,37.9,75.1,4.2,0.0,0,Clear,163881,6883,5244,44248,32776,40970,19666
2024-08-30T18:00:00Z,40.4,72.8,4.0,0.0,0,Sunny & Hot,154636,6495,4948,41752,30927,38659,18556
2024-08-30T19:00:00Z,37.5,63.2,3.5,0.0,0,Clear,141707,5952,4535,38261,28341,35427,17005
2024-08-30T20:00:00Z,39.6,61.8,4.5,0.5,0,Light Rain,130244,5470,4168,35166,26049,32561,15629
2024-08-30T21:00:00Z,38.0,78.0,4.5,0.8,0,Light Rain,115062,4833,3682,31067,23012,28766,13807
2024-08-30T22:00:00Z,39.6,66.4,4.0,0.0,0,Sunny & Hot,104032,4369,3329,28089,20806,26008,12484
2024-08-30T23:00:00Z,36.5,63.9,1.4,0.0,0,Clear,90454,3799,2895,24423,18091,22614,10854
2024-08-31T00:00:00Z,35.2,69.6,4.9,0.0,0,Clear,70965,2981,2271,19161,14193,17741,8516
2024-08-31T01:00:00Z,32.3,69.2,2.8,0.0,0,Clear,68099,2860,2179,18387,13620,17025,8172
2024-08-31T02:00:00Z,31.4,73.6,3.4,0.0,0,Clear,64428,2706,2062,17396,12886,16107,7731
2024-08-31T03:00:00Z,32.2,70.8,4.5,0.0,0,Clear,68170,2863,2181,18406,13634,17042,8180
2024-08-31T04:00:00Z,30.9,72.2,2.4,0.0,0,Clear,73443,3085,2350,19830,14689,18361,8813
2024-08-31T05:00:00Z,27.7,68.4,4.1,0.0,0,Partly Cloudy,81372,3418,2604,21970,16274,20343,9765
2024-08-31T06:00:00Z,25.3,75.9,2.5,4.2,0,Light Rain,91994,3864,2944,24838,18399,22998,11039
2024-08-31T07:00:00Z,27.0,80.5,3.6,0.0,0,Partly Cloudy,98941,4156,3166,26714,19788,24735,11873
2024-08-31T08:00:00Z,28.3,76.2,2.7,5.4,0,Heavy Rain,112358,4719,3595,30337,22472,28090,13483
2024-08-31T09:00:00Z,27.8,70.9,4.9,0.0,0,Partly Cloudy,124739,5239,3992,33680,24948,31185,14969
2024-08-31T10:00:00Z,28.5,80.5,5.6,0.2,0,Light Rain,136658,5740,4373,36898,27332,34164,16399
2024-08-31T11:00:00Z,25.9,74.7,2.8,0.0,0,Partly Cloudy,145059,6092,4642,39166,29012,36265,17407
2024-08-31T12:00:00Z,31.7,71.6,4.0,0.0,0,Clear,151895,6380,4861,41012,30379,37974,18227
2024-08-31T13:00:00Z,32.1,77.9,4.0,0.0,0,Clear,158346,6651,5067,42753,31669,39586,19002
2024-08-31T14:00:00Z,31.6,73.5,3.5,0.0,0,Clear,158330,6650,5067,42749,31666,39582,19000
2024-08-31T15:00:00Z,33.4,65.0,2.3,0.0,0,Clear,158727,6667,5079,42856,31745,39682,19047
2024-08-31T16:00:00Z,37.3,69.2,1.9,0.7,0,Light Rain,152739,6415,4888,41240,30548,38185,18329
2024-08-31T17:00:00Z,38.7,63.9,5.5,0.0,0,Sunny & Hot,146940,6171,4702,39674,29388,36735,17633
2024-08-31T18:00:00Z,39.4,67.6,2.9,0.0,0,Sunny & Hot,136987,5753,4384,36986,27397,34247,16438
2024-08-31T19:00:00Z,40.3,63.1,5.0,0.4,0,Light Rain,123442,5185,3950,33329,24688,30860,14813
2024-08-31T20:00:00Z,39.9,65.1,2.8,0.0,0,Sunny & Hot,113889,4783,3644,30750,22778,28472,13667
2024-08-31T21:00:00Z,39.5,72.2,4.1,0.0,0,Sunny & Hot,100914,4238,3229,27247,20183,25228,12110
2024-08-31T22:00:00Z,37.5,66.8,2.9,0.0,0,Clear,90898,3818,2909,24542,18180,22724,10908
2024-08-31T23:00:00Z,38.0,71.1,4.9,0.0,0,Clear,77714,3264,2487,20983,15543,19428,9326
2024-09-01T00:00:00Z,36.3,79.0,3.8,0.0,0,Clear,73068,3069,2338,19728,14614,18267,8768
2024-09-01T01:00:00Z,33.0,66.6,3.8,0.3,0,Light Rain,67844,2849,2171,18318,13569,16961,8141
2024-09-01T02:00:00Z,33.9,68.8,1.7,5.0,0,Light Rain,64858,2724,2075,17512,12972,16214,7783
2024-09-01T03:00:00Z,30.1,76.1,2.9,0.0,0,Clear,68501,2877,2192,18495,13700,17125,8220
2024-09-01T04:00:00Z,30.8,69.8,4.5,0.0,0,Clear,72795,3057,2329,19655,14559,18199,8735
2024-09-01T05:00:00Z,31.5,71.9,5.3,0.0,0,Clear,80276,3372,2569,21675,16055,20069,9633
2024-09-01T06:00:00Z,26.7,77.0,2.8,0.1,0,Light Rain,88699,3725,2838,23949,17740,22175,10644
2024-09-01T07:00:00Z,26.4,78.0,4.8,0.0,0,Partly Cloudy,101185,4250,3238,27320,20237,25296,12142
2024-09-01T08:00:00Z,27.3,74.5,5.2,0.0,0,Partly Cloudy,112432,4722,3598,30357,22486,28108,13492
2024-09-01T09:00:00Z,26.8,72.4,2.5,3.3,0,Light Rain,126202,5300,4038,34075,25240,31550,15144
2024-09-01T10:00:00Z,26.9,69.4,3.3,0.0,0,Partly Cloudy,137122,5759,4388,37023,27424,34280,16455
2024-09-01T11:00:00Z,28.2,78.4,3.8,0.0,0,Partly Cloudy,146416,6149,4685,39532,29283,36604,17570
